imgid,x_gt,y_gt,z_gt,omega_gt,phi_gt,kappa_gt,x_gps,y_gps,z_gps,,Timpstemp,t_s,ex,ey,ez_signed,e_h
32911,465716.676793,5248170.217806,476.182171,-89.299444,-16.012619,-178.997014,465715.560798,5248164.860239,476.242004, ,1106425708.0,1106.425708,-1.1159950000001118,-5.357567000202835,0.059833000000026004,5.472565120826581
32941,465716.600442,5248169.638937,476.086828,-89.135618,-15.292611,-179.040197,465715.270687,5248164.295131,475.881989, ,1107432479.0,1107.432479,-1.3297550000133924,-5.343806000426412,-0.2048390000000495,5.506769554852822
32971,465716.423511,5248169.031662,476.037208,-88.464947,-15.532858,-179.747117,465714.739761,5248163.85368,475.661987, ,1108428422.0,1108.428422,-1.6837500000256114,-5.177982000634074,-0.37522100000001046,5.4448610323383555
33001,465716.058141,5248168.515112,475.979586,-88.436709,-13.32617,-179.590697,465714.133802,5248163.490464,475.639008, ,1109429472.0,1109.429472,-1.9243389999610372,-5.0246479995548725,-0.3405779999999936,5.380536042644992
33031,465715.626137,5248167.966799,475.901572,-88.439901,-15.059854,-179.685752,465713.557853,5248163.093727,475.822998, ,1110430482.0,1110.430482,-2.0682839999790303,-4.873072000220418,-0.07857400000000325,5.293829372382669
33061,465715.294718,5248167.478538,475.765449,-88.263279,-13.988777,-179.47972,465713.240466,5248163.028897,475.562012, ,1111429350.0,1111.42935,-2.054252000001725,-4.44964100047946,-0.20343700000000808,4.900944430684655
33091,465714.785672,5248167.015132,475.728461,-88.281417,-15.328831,-179.98468,465712.758915,5248163.287323,475.52301, ,1112428319.0,1112.428319,-2.026757000014186,-3.7278089998289943,-0.2054509999999823,4.243147873491159
33121,465714.070753,5248166.659334,475.783668,-88.701974,-16.441621,-179.73381,465712.276643,5248163.4235,475.493011, ,1113425146.0,1113.425146,-1.7941099999588914,-3.235834000632167,-0.2906569999999533,3.6999259954220256
33151,465713.443944,5248166.405087,475.729261,-88.843168,-16.298208,-179.504618,465711.680768,5248163.493661,475.289001, ,1114426974.0,1114.426974,-1.7631759999785572,-2.911425999365747,-0.4402600000000234,3.403702536456913
33181,465712.979441,5248166.25924,475.621814,-88.815407,-16.080345,-179.330261,465711.106306,5248163.352534,475.423004, ,1115427818.0,1115.427818,-1.8731350000016391,-2.9067059997469187,-0.1988099999999804,3.4579725992546377
33211,465712.474454,5248166.177878,475.497532,-88.998139,-16.625011,-179.441442,465710.713571,5248163.310373,475.705994, ,1116425845.0,1116.425845,-1.7608830000390299,-2.86750499997288,0.20846199999999726,3.365010232480121
33241,465711.893186,5248166.133792,475.413326,-88.94538,-15.366023,-179.373362,465710.322002,5248163.46825,476.089996, ,1117427806.0,1117.427806,-1.5711840000003576,-2.6655419999733567,0.6766700000000014,3.094145005567626
33271,465711.323229,5248166.162539,475.401261,-88.95906,-16.865122,-179.521548,465709.794644,5248163.638032,476.127014, ,1118423698.0,1118.423698,-1.5285849999636412,-2.5245070001110435,0.7257529999999974,2.9512213904964
33301,465710.749007,5248165.993692,475.266288,-88.805088,-16.195502,-179.410009,465709.433841,5248163.895757,476.165985, ,1119426465.0,1119.426465,-1.3151659999857657,-2.097935000434518,0.8996970000000033,2.4760841814378485
33331,465710.337253,5248165.808709,475.152,-88.895381,-17.441856,-179.38473,465709.180021,5248164.375126,476.21701, ,1120426346.0,1120.426346,-1.157232000026852,-1.4335830006748438,1.0650100000000293,1.8423751305611018
33361,465710.048635,5248165.775583,475.143546,-88.94311,-17.919492,-179.469086,465709.24449,5248165.074917,475.89801, ,1121423248.0,1121.423248,-0.8041450000018813,-0.7006660001352429,0.7544639999999845,1.0665749034988334
33391,465709.662503,5248165.837263,475.042111,-88.969647,-18.499434,-179.620826,465709.321905,5248165.407876,475.670013, ,1122424236.0,1122.424236,-0.3405979999806732,-0.42938700038939714,0.627902000000006,0.5480695153848997
33421,465709.232419,5248165.889611,475.05078,-89.011186,-17.344117,-179.598931,465709.511118,5248165.49568,475.347015, ,1123429181.0,1123.429181,0.27869900001678616,-0.39393100049346685,0.29623500000002423,0.4825502727800911
33451,465708.861915,5248166.152235,475.124182,-89.087806,-17.343792,-179.533691,465709.759921,5248165.449775,474.989014, ,1124426236.0,1124.426236,0.8980059999739751,-0.7024600002914667,-0.1351680000000215,1.1401161467143364
33481,465708.68529,5248166.603218,475.169402,-89.100335,-16.188634,-179.324989,465709.970742,5248165.359634,474.954987, ,1125428241.0,1125.428241,1.2854519999818876,-1.243584000505507,-0.21441499999997404,1.7885435444994666
33511,465708.695386,5248167.075659,475.164262,-89.006592,-13.167911,-179.122814,465710.325096,5248165.290884,474.860992, ,1126429953.0,1126.429953,1.6297100000083447,-1.784775000065565,-0.3032699999999977,2.4168939747093243
33541,465708.777761,5248167.402657,475.042888,-88.951371,-13.458906,-179.123228,465710.281426,5248165.568983,474.967987, ,1127432817.0,1127.432817,1.5036650000256486,-1.8336740005761385,-0.07490100000001121,2.371364327278926
33571,465708.908282,5248167.51568,474.911325,-88.816272,-13.320661,-179.205993,465710.638493,5248165.966994,474.385986, ,1128434629.0,1128.434629,1.7302110000164248,-1.5486860005185008,-0.525338999999974,2.3220806258138036
33601,465709.039038,5248167.494516,474.814619,-88.658682,-3.048917,-178.166316,465710.721004,5248165.877601,474.44101, ,1129423375.0,1129.423375,1.6819660000037402,-1.616915000602603,-0.37360899999998765,2.3331146016306823
33631,465709.185008,5248167.37433,474.680559,-88.993741,16.28866,-176.653751,465710.827521,5248166.021459,474.082001, ,1130427209.0,1130.427209,1.6425129999988712,-1.3528709998354316,-0.5985580000000255,2.1279353602402993
33661,465709.138406,5248167.299162,474.76036,-89.747329,33.604639,-175.277029,465710.689517,5248165.655512,473.850006, ,1131425911.0,1131.425911,1.5511110000079498,-1.6436499999836087,-0.9103539999999839,2.259984658530181
33691,465709.092508,5248167.37336,474.801278,-90.933899,46.15256,-173.819848,465710.516182,5248165.700977,474.144012, ,1132423818.0,1132.423818,1.4236740000196733,-1.6723829992115498,-0.6572660000000496,2.196295188353295
33721,465709.114652,5248167.423012,474.745221,-90.741006,45.83234,-174.214522,465710.237182,5248165.747061,473.674011, ,1133430895.0,1133.430895,1.1225299999932759,-1.6759509993717074,-1.0712100000000078,2.017147826308208
33751,465709.082944,5248167.275352,474.752507,-90.864746,51.436209,-173.929531,465710.05805,5248166.092634,473.821014, ,1134427756.0,1134.427756,0.975105999968946,-1.1827180003747344,-0.931492999999989,1.5328579776306246
33781,465709.092293,5248167.022024,474.739349,-94.199682,68.224105,-169.882163,465709.737774,5248166.828008,473.902008, ,1135431543.0,1135.431543,0.6454809999559075,-0.19401600025594234,-0.8373409999999808,0.6740088498375908
33811,465709.166256,5248166.680711,474.627537,-99.71196,77.292522,-164.202625,465709.273398,5248167.441974,473.725006, ,1136428453.0,1136.428453,0.10714199999347329,0.7612629998475313,-0.9025310000000104,0.7687657400661556
33841,465709.12397,5248166.410223,474.468609,-95.69628,76.125363,-169.183392,465708.706751,5248167.345256,474.626007, ,1137422330.0,1137.42233,-0.41721899999538437,0.935033000074327,0.1573980000000006,1.0238937470192622
33871,465708.980623,5248166.282049,474.259472,-94.893707,76.943652,-170.511486,465708.346273,5248167.658544,475.503998, ,1138426300.0,1138.4263,-0.6343500000075437,1.376494999974966,1.2445260000000076,1.5156313560578154
33901,465708.805884,5248166.568243,474.173047,-94.505899,76.646734,-171.042929,465707.963486,5248168.027532,475.570007, ,1139439437.0,1139.439437,-0.8423979999497533,1.4592890003696084,1.3969599999999787,1.6849803491195603
33931,465708.380325,5248167.017571,474.179616,-92.885048,75.014417,-172.912975,465707.603082,5248168.351931,475.569, ,1140427251.0,1140.427251,-0.7772429999895394,1.3343599997460842,1.3893840000000068,1.5442225519513402
33961,465707.973245,5248167.35023,474.226335,-92.777914,74.619309,-173.000541,465707.137789,5248168.810311,475.737, ,1141428913.0,1141.428913,-0.8354560000007041,1.4600809998810291,1.5106650000000172,1.6822078510549052
33991,465707.562932,5248167.4804,474.26759,-92.117342,75.962914,-173.671956,465706.442567,5248168.669892,475.463013, ,1142433924.0,1142.433924,-1.1203649999806657,1.1894920002669096,1.1954230000000052,1.634046802230784
34021,465707.138207,5248167.687355,474.260208,-91.696952,76.588413,-174.437616,465706.30144,5248169.059694,475.230011, ,1143434999.0,1143.434999,-0.8367669999715872,1.3723389999940991,0.9698030000000131,1.6073249027954037
34051,465706.723502,5248168.049888,474.265182,-90.547245,75.577573,-175.970856,465706.198165,5248169.471507,475.192993, ,1144427231.0,1144.427231,-0.5253369999700226,1.4216189999133348,0.9278110000000197,1.5155789469546264
34081,465706.276123,5248168.417324,474.395844,-89.815114,74.535658,-176.866506,465706.231917,5248170.082566,475.167999, ,1145428300.0,1145.4283,-0.044205999991390854,1.6652419995516539,0.7721549999999979,1.6658286489030103
34111,465705.766652,5248168.669711,474.617896,-89.420257,74.361541,-177.429647,465706.067498,5248170.361369,475.156006, ,1146430378.0,1146.430378,0.3008459999691695,1.6916579995304346,0.5381100000000174,1.7182011241623494
34141,465705.283206,5248168.858967,474.716171,-89.829383,75.79618,-177.038518,465705.888558,5248170.74028,475.22699, ,1147431427.0,1147.431427,0.6053519999841228,1.8813129998743534,0.5108190000000263,1.9763070731495693
34171,465705.148744,5248169.236621,474.726121,-89.535402,74.402913,-177.809462,465705.641631,5248171.108476,475.937988, ,1148428327.0,1148.428327,0.4928869999712333,1.8718550000339746,1.2118670000000407,1.9356597675967835
34201,465705.0922,5248169.618821,474.654889,-89.357872,75.08641,-177.974227,465705.756791,5248171.441215,475.885986, ,1149428342.0,1149.428342,0.6645910000079311,1.8223940003663301,1.231096999999977,1.9397940843972943
34231,465705.044996,5248170.010226,474.607326,-89.018915,74.998939,-178.49447,465705.487551,5248171.865108,475.617004, ,1150423363.0,1150.423363,0.4425550000160001,1.854882000014186,1.009678000000008,1.9069457679797264
34261,465704.97041,5248170.473402,474.528551,-88.869658,75.099617,-178.798409,465705.651101,5248172.731026,475.774994, ,1151431550.0,1151.43155,0.6806910000159405,2.257624000310898,1.2464429999999993,2.358008983079259
34291,465704.943949,5248170.966438,474.615514,-88.345007,73.946453,-179.594905,465705.782069,5248173.185925,476.144989, ,1152426379.0,1152.426379,0.8381200000294484,2.219487000256777,1.5294749999999908,2.372460258625672
34321,465704.843379,5248171.4144,474.820199,-88.341405,73.650099,-179.6449,465705.436364,5248173.443558,476.210999, ,1153425326.0,1153.425326,0.5929849999956787,2.0291579999029636,1.390800000000013,2.1140277667973217
34351,465704.625396,5248171.856758,475.05233,-88.131289,72.710168,179.994485,465705.258018,5248173.92249,476.204987, ,1155032221.0,1155.032221,0.6326220000046305,2.065731999464333,1.1526570000000333,2.1604303479864306
34381,465704.301287,5248172.323132,475.184471,-87.884524,73.515208,179.586232,465704.844254,5248174.158293,476.402008, ,1156027976.0,1156.027976,0.5429669999866746,1.8351610004901886,1.2175370000000498,1.913799639668343
34411,465704.11313,5248172.697808,475.220781,-87.975742,73.661967,179.656691,465704.945943,5248174.768956,476.132996, ,1157030889.0,1157.030889,0.8328130000154488,2.071147999726236,0.9122150000000033,2.2323152845789322
34441,465703.971391,5248173.140644,475.138041,-88.136195,72.497243,179.584303,465704.958292,5248175.591298,475.562988, ,1158029156.0,1158.029156,0.9869009999674745,2.450654000043869,0.4249470000000315,2.6419081383855527
34471,465703.754227,5248173.629335,475.019387,-85.539324,72.136843,176.104695,465704.92465,5248176.291662,475.640015, ,1159028862.0,1159.028862,1.1704230000032112,2.662326999939978,0.6206280000000106,2.9082426056892023
34501,465703.465114,5248174.07487,474.934431,-84.703604,73.429323,175.183301,465704.725532,5248177.093014,475.772003, ,1160027916.0,1160.027916,1.26041799999075,3.0181440003216267,0.837571999999966,3.2707562950146736
34531,465703.216066,5248174.455861,475.008817,-85.932286,72.380594,176.730655,465704.502223,5248177.627774,475.584015, ,1161030820.0,1161.03082,1.2861569999950007,3.1719129998236895,0.5751980000000003,3.422752095476191
34561,465702.896926,5248174.815147,475.123342,-86.317443,71.476869,177.003077,465704.13582,5248178.218943,475.542999, ,1162025851.0,1162.025851,1.238894000009168,3.4037959994748235,0.41965700000002926,3.622248686837988
34591,465702.540154,5248175.132927,475.30442,-86.632168,71.129806,177.646432,465703.854397,5248179.143029,476.55899, ,1163028167.0,1163.028167,1.3142430000007153,4.0101020000875,1.254570000000001,4.219970700627748
34621,465702.1287,5248175.471457,475.46725,-86.893781,71.553227,177.811359,465703.600701,5248179.644625,476.734985, ,1164028958.0,1164.028958,1.472001000016462,4.173167999833822,1.267735000000016,4.425168708522477
34651,465701.882468,5248175.980989,475.594883,-85.668885,71.208435,176.101933,465703.567303,5248180.389439,476.937988, ,1165029222.0,1165.029222,1.6848350000218488,4.408449999988079,1.3431050000000369,4.719438566153131
34681,465701.640248,5248176.478414,475.652459,-85.374243,71.27461,175.773709,465703.632816,5248181.267044,477.112, ,1166023240.0,1166.02324,1.9925680000451393,4.788630000315607,1.4595410000000015,5.186646750524517
34711,465701.363597,5248177.025711,475.631014,-85.247479,71.964062,175.765437,465703.311894,5248181.891287,477.414001, ,1167025990.0,1167.02599,1.94829699996626,4.865575999952853,1.7829869999999914,5.241153595478264
34741,465701.113588,5248177.557661,475.646559,-85.560979,71.261514,176.080031,465703.097622,5248182.681614,477.347992, ,1168026227.0,1168.026227,1.9840339999645948,5.123953000642359,1.7014329999999518,5.4946597042771765
34771,465700.938228,5248178.052965,475.712018,-86.230962,70.370088,176.766692,465702.919915,5248183.271678,476.743011, ,1169025894.0,1169.025894,1.9816869999631308,5.218712999485433,1.0309930000000236,5.582297800800412
34801,465700.718775,5248178.533751,475.761577,-86.324358,70.390536,176.840195,465702.847032,5248183.716651,475.506012, ,1170025957.0,1170.025957,2.1282570000039414,5.182900000363588,-0.25556499999999005,5.602850191807261
34831,465700.437497,5248179.030874,475.813183,-86.332487,70.48956,176.924097,465702.486308,5248183.985489,475.239014, ,1171024883.0,1171.024883,2.048811000015121,4.954614999704063,-0.5741689999999835,5.361514367142501
34861,465700.074719,5248179.559038,475.956749,-86.181995,70.512128,176.705186,465701.982963,5248184.388521,475.29599, ,1172018899.0,1172.018899,1.9082439999911003,4.829482999630272,-0.6607589999999846,5.1928124563881415
34891,465699.607092,5248180.087968,476.027259,-86.03944,71.541428,176.67547,465700.805858,5248184.45096,475.529999, ,1173024014.0,1173.024014,1.1987659999867901,4.362991999834776,-0.4972600000000398,4.524681106260041
34921,465699.31355,5248180.696588,476.080871,-85.763152,70.696977,176.196158,465700.074782,5248184.633048,475.51001, ,1174022056.0,1174.022056,0.761231999960728,3.9364599995315075,-0.5708609999999794,4.009387919081391
34951,465699.027585,5248181.161116,476.045862,-85.579858,68.676788,175.682834,465699.532072,5248184.758466,475.606995, ,1175022934.0,1175.022934,0.5044869999983348,3.597349999472499,-0.4388670000000161,3.632552016402808
34981,465698.700696,5248181.588436,475.975631,-84.233043,70.48712,174.247261,465699.15969,5248185.616398,475.929993, ,1176021761.0,1176.021761,0.458993999985978,4.027962000109255,-0.04563799999999674,4.054029275467467
35011,465698.362715,5248182.04264,475.976471,-84.829276,69.208804,174.654728,465698.215402,5248185.477433,475.825989, ,1177025772.0,1177.025772,-0.14731299999402836,3.4347930001094937,-0.15048200000001088,3.4379505629907503
35041,465697.829474,5248182.620405,476.051745,-83.351377,70.568591,173.002912,465697.764545,5248185.824589,475.915985, ,1178022914.0,1178.022914,-0.06492900004377589,3.2041840003803372,-0.13576000000000477,3.2048417875676836
35071,465697.428961,5248183.201858,476.106681,-84.287573,69.211128,173.848708,465697.253327,5248186.172101,476.045013, ,1179023981.0,1179.023981,-0.1756339999847114,2.9702430004253983,-0.06166799999999739,2.97543119287385
35101,465697.128996,5248183.694216,476.185708,-84.582864,69.383806,174.26586,465696.635988,5248186.442434,476.638, ,1180020154.0,1180.020154,-0.49300799996126443,2.74821799993515,0.4522919999999999,2.792088656041094
35131,465696.684794,5248184.122608,476.200942,-84.264249,68.380301,173.800553,465696.010961,5248186.690585,476.872986, ,1181022259.0,1181.022259,-0.6738330000080168,2.567977000027895,0.6720440000000281,2.6549118223722745
35161,465696.124117,5248184.541648,476.203141,-84.566276,68.805177,174.194968,465695.439681,5248187.094018,476.966003, ,1182023297.0,1182.023297,-0.6844360000104643,2.552370000630617,0.7628619999999842,2.642545223497502
35191,465695.874267,5248185.105699,476.353235,-84.608685,68.949722,174.312822,465694.876532,5248187.597421,477.028992, ,1183026420.0,1183.02642,-0.9977349999826401,2.4917219998314977,0.6757570000000328,2.684055449247395
35221,465695.527445,5248185.576969,476.249792,-84.472135,68.651292,174.339406,465694.228411,5248187.767911,476.98999, ,1184022386.0,1184.022386,-1.2990340000251308,2.1909420005977154,0.7401979999999639,2.5470995628762556
35251,465695.180319,5248185.932845,476.218479,-84.993272,67.778134,174.827424,465693.511852,5248187.849891,477.636993, ,1185023447.0,1185.023447,-1.6684669999522157,1.9170460002496839,1.418514000000016,2.541426272194977
35281,465694.73181,5248186.242955,476.255601,-85.488218,66.917181,175.231199,465692.667817,5248188.077092,477.863007, ,1186025296.0,1186.025296,-2.0639930000179447,1.834137000143528,1.607405999999969,2.7611819279827574
35311,465694.225922,5248186.620409,476.300998,-84.753084,67.793523,174.462191,465691.973116,5248188.02558,477.917999, ,1187025296.0,1187.025296,-2.252806000004057,1.4051710003986955,1.6170010000000161,2.6551158946486213
35341,465693.598106,5248187.035382,476.256509,-85.445235,67.538696,175.259112,465691.43034,5248188.139887,478.019012, ,1188020246.0,1188.020246,-2.1677659999695607,1.1045050006359816,1.762502999999981,2.4329284262086133
35371,465693.01713,5248187.427909,476.344221,-85.774742,68.210647,175.777395,465691.078653,5248188.664283,478.194, ,1189025244.0,1189.025244,-1.9384769999887794,1.2363740000873804,1.8497790000000123,2.299198501125461
35401,465692.456576,5248187.81397,476.608103,-85.318843,68.164312,175.470751,465690.68194,5248189.233402,478.561005, ,1190022920.0,1190.02292,-1.7746360000455752,1.4194320002570748,1.9529019999999946,2.2724700517303984
35431,465691.744493,5248187.965743,476.738597,-85.143884,68.207783,175.332831,465690.284254,5248189.635819,479.075012, ,1191028712.0,1191.028712,-1.4602389999781735,1.6700760005041957,2.336414999999988,2.2184345346476526
35461,465691.184459,5248188.03924,476.796495,-85.457393,67.975531,175.682223,465690.02314,5248190.159691,478.877014, ,1192023760.0,1192.02376,-1.1613190000061877,2.120451000519097,2.080518999999981,2.4176381584881166
35491,465690.763715,5248188.133365,476.782007,-85.82322,68.635802,176.010685,465689.845438,5248190.749757,478.725006, ,1193023418.0,1193.023418,-0.9182770000188611,2.616392000578344,1.9429989999999862,2.7728576864768932
35521,465690.417711,5248188.492954,476.83449,-86.178928,68.428626,176.461062,465689.598128,5248191.051273,478.648987, ,1194020412.0,1194.020412,-0.8195830000331625,2.5583190005272627,1.8144969999999603,2.68639394028541
35551,465690.026161,5248188.885971,476.966992,-86.239319,67.569586,176.522819,465689.555294,5248191.473847,478.053009, ,1195024284.0,1195.024284,-0.4708669999963604,2.5878759995102882,1.0860169999999698,2.630364598402082
35581,465689.627601,5248189.329432,477.108536,-86.649964,67.050181,176.88036,465689.211357,5248192.031539,477.847992, ,1196028245.0,1196.028245,-0.4162440000218339,2.702106999233365,0.7394559999999615,2.7339790238515214
35611,465689.311426,5248189.947506,477.293459,-86.979143,66.647193,177.297049,465688.542343,5248192.50222,477.90799, ,1197029243.0,1197.029243,-0.7690829999628477,2.554713999852538,0.6145309999999995,2.667967818747896
35641,465689.028506,5248190.644276,477.518308,-86.623444,66.58242,177.015458,465688.031189,5248192.860847,477.876007, ,1198026214.0,1198.026214,-0.9973170000012033,2.216571000404656,0.3576990000000251,2.4306024352670876
35671,465688.76663,5248191.231469,477.640893,-86.5465,66.559076,176.982162,465687.733244,5248193.540526,478.152008, ,1199030167.0,1199.030167,-1.0333860000246204,2.309057000093162,0.511115000000018,2.5297491683418176
35701,465688.478665,5248191.812508,477.623758,-86.778718,66.853007,177.484567,465687.539735,5248194.008431,478.414001, ,1200030300.0,1200.0303,-0.9389300000038929,2.1959229996427894,0.7902429999999754,2.388235198900539
35731,465688.190473,5248192.395895,477.627102,-86.693725,65.842362,177.344618,465687.504982,5248194.519867,477.696014, ,1201030365.0,1201.030365,-0.6854910000110976,2.123972000554204,0.06891200000001163,2.231850122708611
35761,465687.740512,5248192.843583,477.660753,-86.843259,65.648477,177.689605,465687.311724,5248195.032228,477.664001, ,1202030340.0,1202.03034,-0.42878799996105954,2.1886450005695224,0.0032479999999850406,2.230252471678615
35791,465687.250255,5248193.257271,477.724521,-86.878832,65.856706,177.728483,465686.946185,5248195.767868,477.411011, ,1203030256.0,1203.030256,-0.3040700000128709,2.510596999898553,-0.31351000000000795,2.528943625470414
35821,465686.815618,5248193.706773,477.843734,-87.171661,64.57568,177.666469,465686.367688,5248196.226909,476.992004, ,1204028319.0,1204.028319,-0.4479299999657087,2.5201360005885363,-0.851729999999975,2.5596341039944877
35851,465686.467028,5248194.228395,477.859384,-86.086927,65.286543,176.701492,465686.070776,5248197.0844,476.942993, ,1205031010.0,1205.03101,-0.39625200000591576,2.856004999950528,-0.916390999999976,2.8833626562142864
35881,465686.173239,5248194.719477,477.766025,-86.544587,66.095239,177.370819,465685.274957,5248197.811443,476.787994, ,1206028837.0,1206.028837,-0.8982820000383072,3.0919660003855824,-0.9780309999999872,3.219808115266069
35911,465685.880948,5248195.230728,477.812941,-86.862435,64.111832,177.635602,465684.804259,5248198.636609,476.388, ,1207032161.0,1207.032161,-1.0766890000086278,3.405880999751389,-1.4249410000000466,3.572014079928451
35941,465685.433836,5248195.889488,477.752564,-86.169147,64.20508,176.865719,465684.091129,5248199.307598,476.174988, ,1208036919.0,1208.036919,-1.3427069999743253,3.4181099999696016,-1.5775760000000218,3.6723749889781465
35971,465684.849436,5248196.476507,477.751182,-85.871856,63.869181,176.577173,465683.757273,5248200.298671,476.322998, ,1209033841.0,1209.033841,-1.0921629999647848,3.8221640000119805,-1.4281839999999875,3.9751424705889047
36001,465684.250635,5248197.145887,477.712772,-86.11797,64.961606,177.128611,465683.680991,5248201.454946,476.143005, ,1210030681.0,1210.030681,-0.5696440000319853,4.309059000574052,-1.5697669999999562,4.3465484878464995
36031,465683.68207,5248197.849767,477.809709,-86.369016,64.016637,177.287918,465683.481235,5248202.145167,475.902008, ,1211035647.0,1211.035647,-0.2008349999669008,4.295399999246001,-1.9077009999999746,4.300092539787284
36061,465683.168001,5248198.658002,477.921745,-86.560263,63.650602,177.436892,465683.100662,5248202.892007,476.278015, ,1212039751.0,1212.039751,-0.06733900000108406,4.234004999510944,-1.643730000000005,4.23454045639014
36091,465682.635824,5248199.436782,478.147139,-86.571908,63.26609,177.47216,465682.52229,5248203.373279,476.549011, ,1213039968.0,1213.039968,-0.11353400000371039,3.9364970000460744,-1.5981279999999742,3.938133898247822
36121,465682.129924,5248200.207762,478.311454,-86.447218,63.75712,177.351994,465682.248944,5248204.386222,476.947998, ,1214030882.0,1214.030882,0.11901999998372048,4.1784600000828505,-1.363456000000042,4.1801547498494
36151,465681.88579,5248200.985614,478.400418,-86.42435,64.32814,177.420119,465681.571611,5248204.72359,476.730011, ,1215030862.0,1215.030862,-0.31417899997904897,3.737975999712944,-1.6704070000000115,3.751156224213785
36181,465681.649461,5248201.666968,478.385832,-86.680032,63.011388,177.442015,465681.343991,5248205.814067,477.041992, ,1216028778.0,1216.028778,-0.30547000002115965,4.147098999470472,-1.3438400000000001,4.158334045302508
36211,465681.269244,5248202.321906,478.370505,-86.59943,62.817597,177.433406,465681.016959,5248206.682848,477.174011, ,1217028648.0,1217.028648,-0.2522850000532344,4.360941999591887,-1.1964939999999729,4.368233378043846
36241,465680.929763,5248203.007699,478.432294,-86.484817,62.719499,177.132639,465680.907559,5248208.628392,478.213989, ,1218035496.0,1218.035496,-0.022203999978955835,5.620693000033498,-0.21830499999998665,5.620736857231499
36271,465680.610337,5248203.876319,478.421652,-86.647359,60.646139,177.2499,465680.672463,5248209.730025,478.962006, ,1219033636.0,1219.033636,0.062126000004354864,5.8537060003727674,0.5403539999999794,5.8540356659894615
36301,465680.239746,5248204.546166,478.335071,-85.261245,62.527288,175.993627,465680.095262,5248210.411335,479.639008, ,1220031701.0,1220.031701,-0.14448399998946115,5.865168999880552,1.3039369999999622,5.866948356975097
36331,465679.867688,5248205.109408,478.340224,-85.650649,62.019434,176.354729,465679.246729,5248211.160912,480.743011, ,1221041233.0,1221.041233,-0.6209590000216849,6.051504000090063,2.402787000000046,6.083279604194924
36361,465679.543766,5248205.715093,478.39037,-85.901383,62.251918,176.740016,465678.335755,5248211.555212,481.485992, ,1222040252.0,1222.040252,-1.2080110000097193,5.8401190005242825,3.0956219999999917,5.963747187501263
36391,465679.223014,5248206.312024,478.498672,-86.027353,61.606046,176.877607,465677.017145,5248211.940782,482.712006, ,1223039046.0,1223.039046,-2.2058689999976195,5.628758000209928,4.213333999999975,6.04555825958842
36421,465678.853578,5248206.947445,478.57539,-86.181135,61.839355,177.16658,465675.850266,5248212.458831,483.506012, ,1224040892.0,1224.040892,-3.003311999957077,5.511386000551283,4.930621999999971,6.276564236599419
36451,465678.414655,5248207.630506,478.695761,-86.287493,61.794512,177.371577,465675.189582,5248213.062832,484.020996, ,1225031696.0,1225.031696,-3.2250729999504983,5.432326000183821,5.325235000000021,6.317536040837666
36481,465677.849798,5248208.423285,478.884058,-86.197708,61.535325,177.063809,465674.77023,5248213.632083,483.894012, ,1226038660.0,1226.03866,-3.079567999986466,5.2087979996576905,5.009953999999993,6.051059053403677
36511,465677.135548,5248209.175761,479.226809,-85.780245,60.858152,176.514857,465674.508591,5248214.067047,483.509003, ,1227036838.0,1227.036838,-2.6269570000004023,4.891285999678075,4.282194000000004,5.55207905297627
36541,465676.291132,5248209.872121,479.527748,-85.746422,61.346285,176.597991,465674.359595,5248214.40133,483.285004, ,1228036844.0,1228.036844,-1.9315369999967515,4.529209000058472,3.757256000000041,4.923877470913255
36571,465675.561564,5248210.618916,479.724561,-85.32993,61.784822,176.169728,465673.937779,5248214.54827,482.799011, ,1229039984.0,1229.039984,-1.623784999945201,3.929353999905288,3.074450000000013,4.251646808310719
36601,465675.071757,5248211.356165,479.779908,-85.616206,62.711366,176.784166,465673.410166,5248214.673606,482.317993, ,1230042225.0,1230.042225,-1.661590999981854,3.317440999671817,2.5380850000000237,3.710296408310829
36631,465674.677636,5248212.007096,479.792334,-85.863909,63.219258,177.093993,465672.79991,5248214.866105,481.980011, ,1231044240.0,1231.04424,-1.877725999976974,2.859008999541402,2.187677000000008,3.420495196670835
36661,465674.377032,5248212.698501,479.875691,-85.690196,64.574519,177.068114,465672.699061,5248215.689111,482.347992, ,1232040154.0,1232.040154,-1.6779709999682382,2.990609999746084,2.472300999999959,3.429188657294271
36691,465674.336634,5248213.528572,480.031538,-87.03064,60.103409,178.14109,465672.841339,5248216.788538,482.981995, ,1233040950.0,1233.04095,-1.4952950000297278,3.259965999983251,2.9504569999999717,3.586542270510791
36721,465674.093287,5248214.156144,480.090829,-86.71074,60.965616,178.049463,465672.722071,5248217.044852,482.507996, ,1234040883.0,1234.040883,-1.3712159999995492,2.8887080000713468,2.4171670000000063,3.1976346302119887
36751,465673.782434,5248214.643968,480.091357,-86.658375,61.654846,177.984397,465672.599345,5248218.00135,482.497009, ,1235044809.0,1235.044809,-1.18308899999829,3.3573819994926453,2.405651999999975,3.559735028402281
36781,465673.487906,5248215.13618,480.115243,-86.574878,61.166296,177.916126,465672.369785,5248218.758427,482.161011, ,1236042615.0,1236.042615,-1.118121000006795,3.6222469992935658,2.0457679999999527,3.790892756930409
